lam,seed,L,h,norm,mse,mae,epochs,r2_level,sigma_est2,th_level_term,wall_s
0.5,2,96,336,cn_est,0.121658,0.277701,11,0.5204,0.058836,0.041802,0.21
0.5,2,336,24,raw,0.742806,0.678116,10,0.5204,nan,0.820357,0.19
0.5,2,336,24,revin,0.751686,0.683487,7,0.5204,nan,0.713694,0.21
0.5,2,336,24,cn_oracle,0.097259,0.248528,7,0.5204,nan,0.0,0.14
0.5,2,336,24,cn_est,0.107,0.260104,7,0.5204,0.080184,0.051267,0.11
0.5,2,336,96,raw,0.840572,0.724481,9,0.5204,nan,0.824921,0.17
0.5,2,336,96,revin,0.839943,0.724062,7,0.5204,nan,0.725945,0.23
0.5,2,336,96,cn_oracle,0.098173,0.249894,5,0.5204,nan,0.0,0.1
0.5,2,336,96,cn_est,0.111458,0.265604,8,0.5204,0.080184,0.048627,0.14
0.5,2,336,336,raw,0.869892,0.744676,6,0.5204,nan,0.819641,0.12
0.5,2,336,336,revin,0.880429,0.747627,7,0.5204,nan,0.751677,0.23
0.5,2,336,336,cn_oracle,0.098195,0.249854,5,0.5204,nan,0.0,0.08
0.5,2,336,336,cn_est,0.125343,0.282021,6,0.5204,0.080184,0.041802,0.14
0.5,3,96,24,raw,0.694879,0.650545,7,0.4994,nan,0.690361,0.12
0.5,3,96,24,revin,0.731847,0.66444,10,0.4994,nan,0.739673,0.33
0.5,3,96,24,cn_oracle,0.083874,0.23213,5,0.4994,nan,0.0,0.09
0.5,3,96,24,cn_est,0.094602,0.245524,10,0.4994,0.023593,0.02394,0.19
0.5,3,96,96,raw,0.797488,0.702655,10,0.4994,nan,0.691634,0.17
0.5,3,96,96,revin,0.872316,0.735028,7,0.4994,nan,0.784029,0.2
0.5,3,96,96,cn_oracle,0.085819,0.234406,7,0.4994,nan,0.0,0.26
0.5,3,96,96,cn_est,0.099874,0.251648,12,0.4994,0.023593,0.024061,0.21
0.5,3,96,336,raw,0.814107,0.71517,11,0.4994,nan,0.688346,0.18
0.5,3,96,336,revin,0.910232,0.758967,15,0.4994,nan,0.799309,0.39
0.5,3,96,336,cn_oracle,0.084851,0.232875,7,0.4994,nan,0.0,0.14
0.5,3,96,336,cn_est,0.109186,0.262104,15,0.4994,0.023593,0.023436,0.27
0.5,3,336,24,raw,0.737246,0.673822,8,0.4994,nan,0.690361,0.16
0.5,3,336,24,revin,0.743439,0.676261,8,0.4994,nan,0.72285,0.21
0.5,3,336,24,cn_oracle,0.084574,0.232823,8,0.4994,nan,0.0,0.13
0.5,3,336,24,cn_est,0.094932,0.245744,9,0.4994,0.023354,0.02394,0.16
0.5,3,336,96,raw,0.830486,0.719275,5,0.4994,nan,0.691634,0.1
0.5,3,336,96,revin,0.843569,0.725954,7,0.4994,nan,0.731865,0.19
0.5,3,336,96,cn_oracle,0.085751,0.233793,7,0.4994,nan,0.0,0.12
0.5,3,336,96,cn_est,0.098845,0.250401,10,0.4994,0.023354,0.024061,0.2
0.5,3,336,336,raw,0.833643,0.723752,10,0.4994,nan,0.688346,0.21
0.5,3,336,336,revin,0.858189,0.733656,7,0.4994,nan,0.7152,0.19
0.5,3,336,336,cn_oracle,0.084995,0.232538,7,0.4994,nan,0.0,0.12
0.5,3,336,336,cn_est,0.109635,0.262923,11,0.4994,0.023354,0.023436,0.19
0.5,4,96,24,raw,0.81871,0.714653,8,0.4644,nan,1.182778,0.16
0.5,4,96,24,revin,0.824326,0.718305,14,0.4644,nan,0.873241,0.42
0.5,4,96,24,cn_oracle,0.102015,0.2552,6,0.4644,nan,0.0,0.12
0.5,4,96,24,cn_est,0.112872,0.26856,11,0.4644,0.446637,0.443436,0.22
0.5,4,96,96,raw,1.038219,0.814132,4,0.4644,nan,1.184746,0.08
0.5,4,96,96,revin,1.044609,0.815852,7,0.4644,nan,0.978167,0.18
0.5,4,96,96,cn_oracle,0.102169,0.255361,6,0.4644,nan,0.0,0.12
0.5,4,96,96,cn_est,0.115193,0.271411,6,0.4644,0.446637,0.443227,0.1
0.5,4,96,336,raw,1.07798,0.831842,14,0.4644,nan,1.202638,0.22
0.5,4,96,336,revin,1.061573,0.822096,10,0.4644,nan,0.963912,0.27
0.5,4,96,336,cn_oracle,0.10177,0.254494,7,0.4644,nan,0.0,0.14
0.5,4,96,336,cn_est,0.116527,0.272695,12,0.4644,0.446637,0.442069,0.2
0.5,4,336,24,raw,0.802665,0.7074,6,0.4644,nan,1.182778,0.15
0.5,4,336,24,revin,0.787737,0.700903,6,0.4644,nan,0.804018,0.19
0.5,4,336,24,cn_oracle,0.102286,0.255192,6,0.4644,nan,0.0,0.12
0.5,4,336,24,cn_est,0.114415,0.270325,8,0.4644,0.448129,0.443436,0.13
0.5,4,336,96,raw,0.973249,0.788743,7,0.4644,nan,1.184746,0.13
0.5,4,336,96,revin,0.954508,0.781481,7,0.4644,nan,0.816956,0.22
0.5,4,336,96,cn_oracle,0.102432,0.255162,5,0.4644,nan,0.0,0.09
0.5,4,336,96,cn_est,0.119804,0.276339,7,0.4644,0.448129,0.443227,0.18
0.5,4,336,336,raw,1.013129,0.80553,12,0.4644,nan,1.202638,0.25
0.5,4,336,336,revin,0.967525,0.786939,7,0.4644,nan,0.812127,0.23
0.5,4,336,336,cn_oracle,0.102376,0.25546,5,0.4644,nan,0.0,0.1
0.5,4,336,336,cn_est,0.121289,0.278415,7,0.4644,0.448129,0.442069,0.14
0.5,5,96,24,raw,1.253632,0.894059,13,0.4717,nan,1.674355,0.29
0.5,5,96,24,revin,0.969783,0.773496,8,0.4717,nan,0.952232,0.26
0.5,5,96,24,cn_oracle,0.106898,0.258893,6,0.4717,nan,0.0,0.1
0.5,5,96,24,cn_est,0.129669,0.285623,9,0.4717,0.870241,0.878263,0.18
0.5,5,96,96,raw,1.486167,0.991672,8,0.4717,nan,1.682762,0.16
0.5,5,96,96,revin,1.105082,0.833717,8,0.4717,nan,0.96914,0.24
0.5,5,96,96,cn_oracle,0.10765,0.260527,7,0.4717,nan,0.0,0.15
0.5,5,96,96,cn_est,0.145258,0.303583,7,0.4717,0.870241,0.878675,0.13
0.5,5,96,336,raw,1.652189,1.056999,9,0.4717,nan,1.673848,0.19
0.5,5,96,336,revin,1.116097,0.842348,9,0.4717,nan,0.972584,0.27
0.5,5,96,336,cn_oracle,0.107226,0.259274,7,0.4717,nan,0.0,0.14
0.5,5,96,336,cn_est,0.166656,0.326211,6,0.4717,0.870241,0.882191,0.12
0.5,5,336,24,raw,1.131015,0.845467,12,0.4717,nan,1.674355,0.22
0.5,5,336,24,revin,0.93016,0.762903,7,0.4717,nan,0.902744,0.21
0.5,5,336,24,cn_oracle,0.106987,0.259478,5,0.4717,nan,0.0,0.1
0.5,5,336,24,cn_est,0.140996,0.298767,8,0.4717,0.844621,0.878263,0.16
0.5,5,336,96,raw,1.45485,0.974916,5,0.4717,nan,1.682762,0.09
0.5,5,336,96,revin,1.029991,0.807595,5,0.4717,nan,0.904576,0.16
0.5,5,336,96,cn_oracle,0.108204,0.261045,6,0.4717,nan,0.0,0.12
0.5,5,336,96,cn_est,0.147869,0.30483,8,0.4717,0.844621,0.878675,0.13
0.5,5,336,336,raw,1.486709,0.988947,8,0.4717,nan,1.673848,0.18
0.5,5,336,336,revin,1.054189,0.815552,8,0.4717,nan,0.907146,0.23
0.5,5,336,336,cn_oracle,0.108065,0.260577,5,0.4717,nan,0.0,0.1
0.5,5,336,336,cn_est,0.169137,0.326833,6,0.4717,0.844621,0.882191,0.09
0.5,6,96,24,raw,0.888163,0.74316,8,0.4726,nan,1.317909,0.17
0.5,6,96,24,revin,0.871034,0.736037,8,0.4726,nan,0.884677,0.24
0.5,6,96,24,cn_oracle,0.104399,0.256617,7,0.4726,nan,0.0,0.13
0.5,6,96,24,cn_est,0.116312,0.270308,7,0.4726,0.469253,0.472437,0.14
0.5,6,96,96,raw,1.176594,0.868155,10,0.4726,nan,1.302906,0.2
0.5,6,96,96,revin,1.053343,0.818536,6,0.4726,nan,0.959934,0.19
0.5,6,96,96,cn_oracle,0.10715,0.260263,6,0.4726,nan,0.0,0.1
0.5,6,96,96,cn_est,0.121178,0.276802,7,0.4726,0.469253,0.469969,0.14
0.5,6,96,336,raw,1.163115,0.870371,11,0.4726,nan,1.28583,0.21
0.5,6,96,336,revin,1.081008,0.831765,12,0.4726,nan,0.962156,0.33
0.5,6,96,336,cn_oracle,0.106419,0.259789,8,0.4726,nan,0.0,0.14
0.5,6,96,336,cn_est,0.123143,0.279813,13,0.4726,0.469253,0.465979,0.28
0.5,6,336,24,raw,0.848358,0.727376,11,0.4726,nan,1.317909,0.2
0.5,6,336,24,revin,0.843181,0.727284,7,0.4726,nan,0.840025,0.2
0.5,6,336,24,cn_oracle,0.105002,0.258188,8,0.4726,nan,0.0,0.13
0.5,6,336,24,cn_est,0.11854,0.273982,6,0.4726,0.467008,0.472437,0.14
0.5,6,336,96,raw,1.043367,0.818311,13,0.4726,nan,1.302906,0.22
0.5,6,336,96,revin,0.960601,0.783138,11,0.4726,nan,0.843654,0.29
0.5,6,336,96,cn_oracle,0.106838,0.260174,5,0.4726,nan,0.0,0.13
0.5,6,336,96,cn_est,0.128205,0.285323,6,0.4726,0.467008,0.469969,0.12
0.5,6,336,336,raw,1.03255,0.814798,11,0.4726,nan,1.28583,0.21
0.5,6,336,336,revin,0.966525,0.785329,6,0.4726,nan,0.823501,0.17
0.5,6,336,336,cn_oracle,0.105649,0.259284,6,0.4726,nan,0.0,0.11
0.5,6,336,336,cn_est,0.124172,0.281009,6,0.4726,0.467008,0.465979,0.11
0.5,7,96,24,raw,1.242855,0.878856,8,0.4973,nan,1.69837,0.16
0.5,7,96,24,revin,1.008397,0.79571,9,0.4973,nan,1.063571,0.36
0.5,7,96,24,cn_oracle,0.102021,0.255168,7,0.4973,nan,0.0,0.12
0.5,7,96,24,cn_est,0.135621,0.291554,9,0.4973,0.635226,0.651535,0.16
0.5,7,96,96,raw,1.583561,1.00494,12,0.4973,nan,1.719362,0.23
0.5,7,96,96,revin,1.217485,0.877134,6,0.4973,nan,1.138382,0.17
0.5,7,96,96,cn_oracle,0.102002,0.254753,7,0.4973,nan,0.0,0.12
0.5,7,96,96,cn_est,0.15095,0.307874,9,0.4973,0.635226,0.65986,0.18
0.5,7,96,336,raw,1.673208,1.038934,14,0.4973,nan,1.752823,0.23
0.5,7,96,336,revin,1.303864,0.909755,7,0.4973,nan,1.183632,0.2
0.5,7,96,336,cn_oracle,0.102597,0.254802,9,0.4973,nan,0.0,0.22
0.5,7,96,336,cn_est,0.209023,0.3608,10,0.4973,0.635226,0.68953,0.18
0.5,7,336,24,raw,1.113972,0.834937,12,0.4973,nan,1.69837,0.25
0.5,7,336,24,revin,0.968032,0.77784,12,0.4973,nan,1.000566,0.35
0.5,7,336,24,cn_oracle,0.101241,0.253283,5,0.4973,nan,0.0,0.12
0.5,7,336,24,cn_est,0.136786,0.292751,10,0.4973,0.600436,0.651535,0.21
0.5,7,336,96,raw,1.48278,0.970036,8,0.4973,nan,1.719362,0.13
0.5,7,336,96,revin,1.171072,0.864475,10,0.4973,nan,1.04609,0.26
0.5,7,336,96,cn_oracle,0.102427,0.254635,8,0.4973,nan,0.0,0.17
0.5,7,336,96,cn_est,0.156535,0.313335,6,0.4973,0.600436,0.65986,0.1
0.5,7,336,336,raw,1.654254,1.030892,12,0.4973,nan,1.752823,0.2
0.5,7,336,336,revin,1.272045,0.900051,10,0.4973,nan,1.113988,0.29
0.5,7,336,336,cn_oracle,0.103441,0.255673,8,0.4973,nan,0.0,0.15
0.5,7,336,336,cn_est,0.229135,0.378114,7,0.4973,0.600436,0.68953,0.13
0.5,8,96,24,raw,0.69775,0.661937,9,0.5231,nan,0.838814,0.15
0.5,8,96,24,revin,0.723085,0.674785,9,0.5231,nan,0.763634,0.33
0.5,8,96,24,cn_oracle,0.086505,0.235558,8,0.5231,nan,0.0,0.14
0.5,8,96,24,cn_est,0.094626,0.245716,11,0.5231,0.17481,0.179545,0.18
0.5,8,96,96,raw,0.828102,0.721774,11,0.5231,nan,0.84037,0.18
0.5,8,96,96,revin,0.878566,0.748054,8,0.5231,nan,0.817787,0.23
0.5,8,96,96,cn_oracle,0.087527,0.237015,7,0.5231,nan,0.0,0.12
0.5,8,96,96,cn_est,0.097064,0.24896,11,0.5231,0.17481,0.182634,0.22
0.5,8,96,336,raw,0.8726,0.741501,11,0.5231,nan,0.854377,0.18
0.5,8,96,336,revin,0.911741,0.763399,11,0.5231,nan,0.819519,0.29
0.5,8,96,336,cn_oracle,0.089246,0.238699,11,0.5231,nan,0.0,0.18
0.5,8,96,336,cn_est,0.116031,0.271639,12,0.5231,0.17481,0.193026,0.21
0.5,8,336,24,raw,0.725855,0.675408,8,0.5231,nan,0.838814,0.16
0.5,8,336,24,revin,0.725474,0.676004,8,0.5231,nan,0.703167,0.22
0.5,8,336,24,cn_oracle,0.088083,0.236675,5,0.5231,nan,0.0,0.1
0.5,8,336,24,cn_est,0.097373,0.248523,8,0.5231,0.165557,0.179545,0.13
0.5,8,336,96,raw,0.835387,0.726521,9,0.5231,nan,0.84037,0.16
0.5,8,336,96,revin,0.836999,0.730425,9,0.5231,nan,0.71752,0.25
0.5,8,336,96,cn_oracle,0.089542,0.238985,5,0.5231,nan,0.0,0.1
0.5,8,336,96,cn_est,0.102573,0.255046,9,0.5231,0.165557,0.182634,0.16
0.5,8,336,336,raw,0.878809,0.744441,5,0.5231,nan,0.854377,0.09
0.5,8,336,336,revin,0.855963,0.738967,7,0.5231,nan,0.711608,0.22
0.5,8,336,336,cn_oracle,0.091072,0.24124,5,0.5231,nan,0.0,0.09
0.5,8,336,336,cn_est,0.117125,0.273178,7,0.5231,0.165557,0.193026,0.12
0.5,9,96,24,raw,0.773134,0.695002,9,0.5198,nan,0.775245,0.16
0.5,9,96,24,revin,0.815004,0.715553,9,0.5198,nan,0.782245,0.28
0.5,9,96,24,cn_oracle,0.087082,0.23544,7,0.5198,nan,0.0,0.14
0.5,9,96,24,cn_est,0.096077,0.246311,13,0.5198,0.044218,0.045011,0.22
0.5,9,96,96,raw,0.862117,0.737531,7,0.5198,nan,0.776565,0.13
0.5,9,96,96,revin,0.919134,0.765873,11,0.5198,nan,0.82382,0.31
0.5,9,96,96,cn_oracle,0.088513,0.237567,7,0.5198,nan,0.0,0.15
0.5,9,96,96,cn_est,0.099486,0.250289,8,0.5198,0.044218,0.045551,0.23
0.5,9,96,336,raw,0.925263,0.764145,10,0.5198,nan,0.784922,0.17
0.5,9,96,336,revin,1.015786,0.803474,9,0.5198,nan,0.906543,0.23
0.5,9,96,336,cn_oracle,0.088416,0.237508,8,0.5198,nan,0.0,0.15
0.5,9,96,336,cn_est,0.10984,0.263491,6,0.5198,0.044218,0.047778,0.11
0.5,9,336,24,raw,0.792082,0.704036,12,0.5198,nan,0.775245,0.21
0.5,9,336,24,revin,0.793708,0.706009,7,0.5198,nan,0.793281,0.2
0.5,9,336,24,cn_oracle,0.087485,0.236275,6,0.5198,nan,0.0,0.14
0.5,9,336,24,cn_est,0.095387,0.24512,10,0.5198,0.04262,0.045011,0.17
0.5,9,336,96,raw,0.91213,0.761253,5,0.5198,nan,0.776565,0.17
0.5,9,336,96,revin,0.928201,0.768741,10,0.5198,nan,0.814566,0.27
0.5,9,336,96,cn_oracle,0.088944,0.238499,6,0.5198,nan,0.0,0.11
0.5,9,336,96,cn_est,0.100009,0.250851,7,0.5198,0.04262,0.045551,0.13
0.5,9,336,336,raw,0.957165,0.779144,8,0.5198,nan,0.784922,0.13
0.5,9,336,336,revin,0.99366,0.794241,12,0.5198,nan,0.856743,0.33
0.5,9,336,336,cn_oracle,0.089583,0.23939,5,0.5198,nan,0.0,0.09
0.5,9,336,336,cn_est,0.110675,0.264657,8,0.5198,0.04262,0.047778,0.13
0.6,0,96,24,raw,0.861458,0.734159,6,0.5941,nan,0.990769,0.11
0.6,0,96,24,revin,0.888452,0.745034,7,0.5941,nan,0.931599,0.2
0.6,0,96,24,cn_oracle,0.078944,0.224557,9,0.5941,nan,0.0,0.18
0.6,0,96,24,cn_est,0.087976,0.237081,11,0.5941,0.114237,0.114833,0.21
0.6,0,96,96,raw,0.975713,0.784458,9,0.5941,nan,0.99047,0.18
0.6,0,96,96,revin,1.03009,0.807495,6,0.5941,nan,0.951823,0.18
0.6,0,96,96,cn_oracle,0.079497,0.225188,5,0.5941,nan,0.0,0.08
0.6,0,96,96,cn_est,0.089352,0.23865,15,0.5941,0.114237,0.115874,0.24
0.6,0,96,336,raw,1.054695,0.816563,6,0.5941,nan,1.005872,0.1
0.6,0,96,336,revin,1.125289,0.846385,5,0.5941,nan,1.022836,0.14
0.6,0,96,336,cn_oracle,0.078633,0.22405,6,0.5941,nan,0.0,0.1
0.6,0,96,336,cn_est,0.091403,0.240801,7,0.5941,0.114237,0.120064,0.13
0.6,0,336,24,raw,0.888631,0.74575,8,0.5941,nan,0.990769,0.14
0.6,0,336,24,revin,0.901577,0.746806,15,0.5941,nan,0.906279,0.43
0.6,0,336,24,cn_oracle,0.079029,0.224269,6,0.5941,nan,0.0,0.12
0.6,0,336,24,cn_est,0.089198,0.23823,6,0.5941,0.118064,0.114833,0.11
0.6,0,336,96,raw,1.032379,0.808179,8,0.5941,nan,0.99047,0.13
0.6,0,336,96,revin,1.046377,0.814656,8,0.5941,nan,0.918635,0.23
0.6,0,336,96,cn_oracle,0.07961,0.225042,5,0.5941,nan,0.0,0.1
0.6,0,336,96,cn_est,0.089943,0.238983,10,0.5941,0.118064,0.115874,0.19
0.6,0,336,336,raw,1.087189,0.830746,6,0.5941,nan,1.005872,0.1
0.6,0,336,336,revin,1.104966,0.839508,9,0.5941,nan,0.938735,0.23
0.6,0,336,336,cn_oracle,0.078887,0.224107,6,0.5941,nan,0.0,0.1
0.6,0,336,336,cn_est,0.092845,0.242306,8,0.5941,0.118064,0.120064,0.13
0.6,1,96,24,raw,0.846089,0.727334,9,0.581,nan,0.94505,0.18
0.6,1,96,24,revin,0.865739,0.73476,7,0.581,nan,0.886647,0.26
0.6,1,96,24,cn_oracle,0.088305,0.236643,7,0.581,nan,0.0,0.14
0.6,1,96,24,cn_est,0.101932,0.254205,9,0.581,0.169424,0.173898,0.17
0.6,1,96,96,raw,0.957935,0.779886,9,0.581,nan,0.946745,0.18
0.6,1,96,96,revin,1.008821,0.798702,6,0.581,nan,0.926935,0.2
0.6,1,96,96,cn_oracle,0.089117,0.238146,7,0.581,nan,0.0,0.12
0.6,1,96,96,cn_est,0.110896,0.265532,8,0.581,0.169424,0.175925,0.17
0.6,1,96,336,raw,1.000598,0.798937,6,0.581,nan,0.942029,0.12
0.6,1,96,336,revin,1.085073,0.833372,11,0.581,nan,0.984425,0.28
0.6,1,96,336,cn_oracle,0.089635,0.239146,7,0.581,nan,0.0,0.13
0.6,1,96,336,cn_est,0.138214,0.296862,10,0.581,0.169424,0.17733,0.18
0.6,1,336,24,raw,0.840104,0.72524,15,0.581,nan,0.94505,0.25
0.6,1,336,24,revin,0.843634,0.725904,11,0.581,nan,0.852085,0.33
0.6,1,336,24,cn_oracle,0.089092,0.237836,5,0.581,nan,0.0,0.11
0.6,1,336,24,cn_est,0.102186,0.254141,6,0.581,0.162193,0.173898,0.12
0.6,1,336,96,raw,0.970147,0.787486,11,0.581,nan,0.946745,0.25
0.6,1,336,96,revin,0.981702,0.791869,11,0.581,nan,0.873607,0.28
0.6,1,336,96,cn_oracle,0.090131,0.239564,5,0.581,nan,0.0,0.1
0.6,1,336,96,cn_est,0.112774,0.267212,11,0.581,0.162193,0.175925,0.19
0.6,1,336,336,raw,1.041208,0.81655,7,0.581,nan,0.942029,0.12
0.6,1,336,336,revin,1.072603,0.829388,6,0.581,nan,0.932847,0.16
0.6,1,336,336,cn_oracle,0.090449,0.240368,6,0.581,nan,0.0,0.1
0.6,1,336,336,cn_est,0.14053,0.299105,8,0.581,0.162193,0.17733,0.13
0.6,2,96,24,raw,0.844657,0.726221,6,0.6092,nan,0.875079,0.1
0.6,2,96,24,revin,0.923804,0.756094,9,0.6092,nan,1.020509,0.37
0.6,2,96,24,cn_oracle,0.08861,0.237573,9,0.6092,nan,0.0,0.15
0.6,2,96,24,cn_est,0.094901,0.245821,7,0.6092,0.029506,0.02881,0.14
0.6,2,96,96,raw,0.988575,0.788109,10,0.6092,nan,0.881071,0.17
0.6,2,96,96,revin,1.119501,0.842143,5,0.6092,nan,1.037302,0.14
0.6,2,96,96,cn_oracle,0.088421,0.237093,7,0.6092,nan,0.0,0.11
0.6,2,96,96,cn_est,0.095495,0.247162,11,0.6092,0.029506,0.028534,0.18
0.6,2,96,336,raw,1.012451,0.800671,12,0.6092,nan,0.882184,0.19
0.6,2,96,336,revin,1.159392,0.862098,9,0.6092,nan,1.045854,0.25
0.6,2,96,336,cn_oracle,0.087671,0.236152,9,0.6092,nan,0.0,0.14
0.6,2,96,336,cn_est,0.097958,0.250277,7,0.6092,0.029506,0.028005,0.12
0.6,2,336,24,raw,0.885608,0.743191,10,0.6092,nan,0.875079,0.16
0.6,2,336,24,revin,0.892649,0.749603,5,0.6092,nan,0.902018,0.14
0.6,2,336,24,cn_oracle,0.087787,0.235952,6,0.6092,nan,0.0,0.1
0.6,2,336,24,cn_est,0.093616,0.243743,7,0.6092,0.030968,0.02881,0.11
0.6,2,336,96,raw,1.02556,0.807083,5,0.6092,nan,0.881071,0.1
0.6,2,336,96,revin,1.036888,0.811711,6,0.6092,nan,0.915491,0.18
0.6,2,336,96,cn_oracle,0.088905,0.237524,5,0.6092,nan,0.0,0.1
0.6,2,336,96,cn_est,0.095958,0.247161,11,0.6092,0.030968,0.028534,0.21
0.6,2,336,336,raw,1.037496,0.809851,10,0.6092,nan,0.882184,0.19
0.6,2,336,336,revin,1.060987,0.822112,8,0.6092,nan,0.910184,0.23
0.6,2,336,336,cn_oracle,0.088813,0.237865,5,0.6092,nan,0.0,0.1
0.6,2,336,336,cn_est,0.099071,0.251631,5,0.6092,0.030968,0.028005,0.1
0.6,3,96,24,raw,0.964485,0.773703,12,0.5564,nan,1.202296,0.23
0.6,3,96,24,revin,0.984152,0.781192,12,0.5564,nan,1.059091,0.34
0.6,3,96,24,cn_oracle,0.093158,0.242726,8,0.5564,nan,0.0,0.15
0.6,3,96,24,cn_est,0.107753,0.260858,6,0.5564,0.332393,0.34064,0.11
0.6,3,96,96,raw,1.182887,0.863805,7,0.5564,nan,1.21461,0.11
0.6,3,96,96,revin,1.211299,0.876841,7,0.5564,nan,1.143759,0.2
0.6,3,96,96,cn_oracle,0.095452,0.246349,6,0.5564,nan,0.0,0.11
0.6,3,96,96,cn_est,0.118956,0.27369,5,0.5564,0.332393,0.34354,0.1
0.6,3,96,336,raw,1.24926,0.885313,9,0.5564,nan,1.238409,0.17
0.6,3,96,336,revin,1.246591,0.888522,7,0.5564,nan,1.151944,0.21
0.6,3,96,336,cn_oracle,0.094768,0.2455,7,0.5564,nan,0.0,0.12
0.6,3,96,336,cn_est,0.144937,0.302088,8,0.5564,0.332393,0.34709,0.13
0.6,3,336,24,raw,0.953978,0.774242,11,0.5564,nan,1.202296,0.23
0.6,3,336,24,revin,0.95926,0.775756,11,0.5564,nan,0.991427,0.28
0.6,3,336,24,cn_oracle,0.093447,0.242372,5,0.5564,nan,0.0,0.08
0.6,3,336,24,cn_est,0.109359,0.263159,7,0.5564,0.319009,0.34064,0.12
0.6,3,336,96,raw,1.184044,0.866229,8,0.5564,nan,1.21461,0.13
0.6,3,336,96,revin,1.136412,0.848803,5,0.5564,nan,1.026126,0.14
0.6,3,336,96,cn_oracle,0.095575,0.245642,6,0.5564,nan,0.0,0.1
0.6,3,336,96,cn_est,0.125654,0.281381,8,0.5564,0.319009,0.34354,0.13
0.6,3,336,336,raw,1.288711,0.900232,6,0.5564,nan,1.238409,0.13
0.6,3,336,336,revin,1.170938,0.859685,6,0.5564,nan,1.0276,0.18
0.6,3,336,336,cn_oracle,0.094923,0.245195,6,0.5564,nan,0.0,0.11
0.6,3,336,336,cn_est,0.150992,0.308492,6,0.5564,0.319009,0.34709,0.15
0.6,4,96,24,raw,0.96655,0.784246,7,0.5799,nan,1.194834,0.12
0.6,4,96,24,revin,1.002411,0.793051,10,0.5799,nan,1.113877,0.33
0.6,4,96,24,cn_oracle,0.081593,0.227083,9,0.5799,nan,0.0,0.19
0.6,4,96,24,cn_est,0.093461,0.243292,9,0.5799,0.306962,0.309506,0.17
0.6,4,96,96,raw,1.13076,0.856856,9,0.5799,nan,1.186288,0.17
0.6,4,96,96,revin,1.192665,0.878603,6,0.5799,nan,1.126531,0.19
0.6,4,96,96,cn_oracle,0.083366,0.229186,9,0.5799,nan,0.0,0.15
0.6,4,96,96,cn_est,0.098307,0.249304,7,0.5799,0.306962,0.308344,0.12
0.6,4,96,336,raw,1.15325,0.869072,7,0.5799,nan,1.177624,0.15
0.6,4,96,336,revin,1.136741,0.859211,7,0.5799,nan,1.055445,0.19
0.6,4,96,336,cn_oracle,0.083093,0.229488,6,0.5799,nan,0.0,0.09
0.6,4,96,336,cn_est,0.106048,0.260131,10,0.5799,0.306962,0.308961,0.19
0.6,4,336,24,raw,0.962182,0.78361,9,0.5799,nan,1.194834,0.17
0.6,4,336,24,revin,0.944431,0.775931,8,0.5799,nan,0.96313,0.3
0.6,4,336,24,cn_oracle,0.081683,0.228239,5,0.5799,nan,0.0,0.08
0.6,4,336,24,cn_est,0.096353,0.24771,9,0.5799,0.299088,0.309506,0.15
0.6,4,336,96,raw,1.120273,0.853268,7,0.5799,nan,1.186288,0.12
0.6,4,336,96,revin,1.075775,0.835341,7,0.5799,nan,0.959699,0.2
0.6,4,336,96,cn_oracle,0.083215,0.230336,5,0.5799,nan,0.0,0.09
0.6,4,336,96,cn_est,0.101297,0.25432,13,0.5799,0.299088,0.308344,0.2
0.6,4,336,336,raw,1.1401,0.864285,5,0.5799,nan,1.177624,0.1
0.6,4,336,336,revin,1.085307,0.84161,5,0.5799,nan,0.94593,0.15
0.6,4,336,336,cn_oracle,0.083814,0.231125,6,0.5799,nan,0.0,0.12
0.6,4,336,336,cn_est,0.108582,0.263291,8,0.5799,0.299088,0.308961,0.14
0.6,5,96,24,raw,0.738124,0.673461,12,0.6399,nan,0.728197,0.19
0.6,5,96,24,revin,0.789498,0.692132,11,0.6399,nan,0.811667,0.3
0.6,5,96,24,cn_oracle,0.077773,0.2223,9,0.6399,nan,0.0,0.17
0.6,5,96,24,cn_est,0.089381,0.238705,13,0.6399,0.023683,0.023099,0.23
0.6,5,96,96,raw,0.85851,0.726688,6,0.6399,nan,0.719822,0.1
0.6,5,96,96,revin,0.950883,0.760628,6,0.6399,nan,0.881646,0.17
0.6,5,96,96,cn_oracle,0.07952,0.224634,7,0.6399,nan,0.0,0.14
0.6,5,96,96,cn_est,0.093547,0.244033,14,0.6399,0.023683,0.02247,0.23
0.6,5,96,336,raw,0.861532,0.733511,7,0.6399,nan,0.725645,0.15
0.6,5,96,336,revin,0.964922,0.77597,9,0.6399,nan,0.877447,0.23
0.6,5,96,336,cn_oracle,0.079451,0.224845,6,0.6399,nan,0.0,0.1
0.6,5,96,336,cn_est,0.098522,0.251016,10,0.6399,0.023683,0.021522,0.16
0.6,5,336,24,raw,0.746344,0.679208,6,0.6399,nan,0.728197,0.14
0.6,5,336,24,revin,0.775206,0.690522,7,0.6399,nan,0.756469,0.19
0.6,5,336,24,cn_oracle,0.078394,0.223825,11,0.6399,nan,0.0,0.21
0.6,5,336,24,cn_est,0.088285,0.237134,12,0.6399,0.023314,0.023099,0.22
0.6,5,336,96,raw,0.83466,0.722259,8,0.6399,nan,0.719822,0.16
0.6,5,336,96,revin,0.861154,0.732985,8,0.6399,nan,0.766881,0.23
